Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Hepatitis B virus CAR040-2,10407.45578,AM494781,fig|10407.45578.CDS.1,,,PATRIC.10407.45578.AM494781.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58685.1,121,preS1,preS1 protein,
Hepatitis B virus CAR040-3,10407.45579,AM494782,fig|10407.45579.CDS.1,,,PATRIC.10407.45579.AM494782.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58686.1,121,preS1,preS1 protein,
Hepatitis B virus CAR040-4,10407.45588,AM494783,fig|10407.45588.CDS.1,,,PATRIC.10407.45588.AM494783.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58687.1,121,preS1,preS1 protein,
Hepatitis B virus CAR040-5,10407.45593,AM494784,fig|10407.45593.CDS.1,,,PATRIC.10407.45593.AM494784.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58688.1,121,preS1,preS1 protein,
Hepatitis B virus CAR040-6,10407.45605,AM494785,fig|10407.45605.CDS.1,,,PATRIC.10407.45605.AM494785.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58689.1,121,preS1,preS1 protein,
Hepatitis B virus ARG56,10407.23768,HF571066,fig|10407.23768.CDS.3,,,PATRIC.10407.23768.HF571066.CDS.521.882.fwd,PATRIC,CDS,521,882,362,+,,,,CCQ25630.1,120,PreS1,PreS1 protein,
Hepatitis B virus na012,10407.28594,AF242775,fig|10407.28594.CDS.1,,,PATRIC.10407.28594.AF242775.CDS.1.357.fwd,PATRIC,CDS,1,357,357,+,,,,AAK43472.1,119,,surface antigen PreS1,
Hepatitis B virus na013,10407.28645,AF242776,fig|10407.28645.CDS.1,,,PATRIC.10407.28645.AF242776.CDS.1.357.fwd,PATRIC,CDS,1,357,357,+,,,,AAK43473.1,119,,surface antigen PreS1,
Hepatitis B virus na007,10407.28646,AF242777,fig|10407.28646.CDS.1,,,PATRIC.10407.28646.AF242777.CDS.1.357.fwd,PATRIC,CDS,1,357,357,+,,,,AAK43474.1,119,,surface antigen PreS1,
Hepatitis B virus S9,10407.57438,AY486246,fig|10407.57438.CDS.1,,,PATRIC.10407.57438.AY486246.CDS.1.356.fwd,PATRIC,CDS,1,356,356,+,,,,AAR25155.1,119,,preS1 protein,
Hepatitis B virus S13,10407.57466,AY486250,fig|10407.57466.CDS.1,,,PATRIC.10407.57466.AY486250.CDS.1.357.fwd,PATRIC,CDS,1,357,357,+,,,,AAR25159.1,119,,preS1 protein,
Hepatitis B virus S14,10407.57469,AY486251,fig|10407.57469.CDS.1,,,PATRIC.10407.57469.AY486251.CDS.1.358.fwd,PATRIC,CDS,1,358,358,+,,,,AAR25160.1,119,,preS1 protein,
Hepatitis B virus S6,10407.57425,AY486243,fig|10407.57425.CDS.1,,,PATRIC.10407.57425.AY486243.CDS.1.355.fwd,PATRIC,CDS,1,355,355,+,,,,AAR25152.1,118,,preS1 protein,
Hepatitis B virus S25,10407.57538,AY486262,fig|10407.57538.CDS.1,,,PATRIC.10407.57538.AY486262.CDS.1.354.fwd,PATRIC,CDS,1,354,354,+,,,,AAR25171.1,118,,preS1 protein,
Hepatitis B virus S45,10407.5766,AY486282,fig|10407.57660.CDS.1,,,PATRIC.10407.57660.AY486282.CDS.1.354.fwd,PATRIC,CDS,1,354,354,+,,,,AAR25191.1,118,,preS1 protein,
Hepatitis B virus S24,10407.57533,AY486261,fig|10407.57533.CDS.1,,,PATRIC.10407.57533.AY486261.CDS.1.353.fwd,PATRIC,CDS,1,353,353,+,,,,AAR25170.1,117,,preS1 protein,
Hepatitis B virus S30,10407.57572,AY486267,fig|10407.57572.CDS.1,,,PATRIC.10407.57572.AY486267.CDS.1.353.fwd,PATRIC,CDS,1,353,353,+,,,,AAR25176.1,117,,preS1 protein,
Hepatitis B virus S47,10407.57667,AY486284,fig|10407.57667.CDS.1,,,PATRIC.10407.57667.AY486284.CDS.1.352.fwd,PATRIC,CDS,1,352,352,+,,,,AAR25193.1,117,,preS1 protein,
Hepatitis B virus S51,10407.57691,AY486288,fig|10407.57691.CDS.1,,,PATRIC.10407.57691.AY486288.CDS.1.351.fwd,PATRIC,CDS,1,351,351,+,,,,AAR25197.1,117,,preS1 protein,
Hepatitis B virus S31,10407.57581,AY486268,fig|10407.57581.CDS.1,,,PATRIC.10407.57581.AY486268.CDS.1.350.fwd,PATRIC,CDS,1,350,350,+,,,,AAR25177.1,116,,preS1 protein,
Hepatitis B virus S32,10407.57585,AY486269,fig|10407.57585.CDS.1,,,PATRIC.10407.57585.AY486269.CDS.1.348.fwd,PATRIC,CDS,1,348,348,+,,,,AAR25178.1,116,,preS1 protein,
Hepatitis B virus S28,10407.57558,AY486265,fig|10407.57558.CDS.1,,,PATRIC.10407.57558.AY486265.CDS.1.345.fwd,PATRIC,CDS,1,345,345,+,,,,AAR25174.1,115,,preS1 protein,
Hepatitis B virus S40,10407.57625,AY486277,fig|10407.57625.CDS.1,,,PATRIC.10407.57625.AY486277.CDS.1.347.fwd,PATRIC,CDS,1,347,347,+,,,,AAR25186.1,115,,preS1 protein,
Hepatitis B virus S42,10407.57642,AY486279,fig|10407.57642.CDS.1,,,PATRIC.10407.57642.AY486279.CDS.1.343.fwd,PATRIC,CDS,1,343,343,+,,,,AAR25188.1,114,,preS1 protein,
Hepatitis B virus,10407.11482,DQ460641,fig|10407.114818.CDS.1,,,PATRIC.10407.114818.DQ460641.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73492.1,113,preS1,preS1,
Hepatitis B virus,10407.11482,DQ460642,fig|10407.114822.CDS.1,,,PATRIC.10407.114822.DQ460642.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73493.1,113,preS1,preS1,
Hepatitis B virus,10407.11483,DQ460643,fig|10407.114828.CDS.1,,,PATRIC.10407.114828.DQ460643.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73494.1,113,preS1,preS1,
Hepatitis B virus,10407.11484,DQ460644,fig|10407.114838.CDS.1,,,PATRIC.10407.114838.DQ460644.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73495.1,113,preS1,preS1,
Hepatitis B virus,10407.11484,DQ460645,fig|10407.114841.CDS.1,,,PATRIC.10407.114841.DQ460645.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73496.1,113,preS1,preS1,
Hepatitis B virus,10407.11485,DQ460646,fig|10407.114848.CDS.1,,,PATRIC.10407.114848.DQ460646.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73497.1,113,preS1,preS1,
Hepatitis B virus,10407.11486,DQ460647,fig|10407.114855.CDS.1,,,PATRIC.10407.114855.DQ460647.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73498.1,113,preS1,preS1,
Hepatitis B virus,10407.11486,DQ460648,fig|10407.114861.CDS.1,,,PATRIC.10407.114861.DQ460648.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73499.1,113,preS1,preS1,
Hepatitis B virus,10407.11487,DQ460649,fig|10407.114865.CDS.1,,,PATRIC.10407.114865.DQ460649.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73500.1,113,preS1,preS1,
Hepatitis B virus,10407.11487,DQ460650,fig|10407.114871.CDS.1,,,PATRIC.10407.114871.DQ460650.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73501.1,113,preS1,preS1,
Hepatitis B virus,10407.11488,DQ460651,fig|10407.114880.CDS.1,,,PATRIC.10407.114880.DQ460651.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73502.1,113,preS1,preS1,
Hepatitis B virus,10407.11491,DQ460657,fig|10407.114914.CDS.1,,,PATRIC.10407.114914.DQ460657.CDS.1.341.fwd,PATRIC,CDS,1,341,341,+,,,,ABE73508.1,113,preS1,preS1,
Hepatitis B virus,10407.11492,DQ460656,fig|10407.114916.CDS.1,,,PATRIC.10407.114916.DQ460656.CDS.1.341.fwd,PATRIC,CDS,1,341,341,+,,,,ABE73507.1,113,preS1,preS1,
Hepatitis B virus,10407.11493,DQ460660,fig|10407.114932.CDS.1,,,PATRIC.10407.114932.DQ460660.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73511.1,113,preS1,preS1,
Hepatitis B virus,10407.11494,DQ460661,fig|10407.114938.CDS.1,,,PATRIC.10407.114938.DQ460661.CDS.1.340.fwd,PATRIC,CDS,1,340,340,+,,,,ABE73512.1,113,preS1,preS1,
Hepatitis B virus,10407.11488,DQ460652,fig|10407.114882.CDS.1,,,PATRIC.10407.114882.DQ460652.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73503.1,112,preS1,preS1,
Hepatitis B virus,10407.11489,DQ460653,fig|10407.114889.CDS.1,,,PATRIC.10407.114889.DQ460653.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73504.1,112,preS1,preS1,
Hepatitis B virus,10407.1149,DQ460654,fig|10407.114895.CDS.1,,,PATRIC.10407.114895.DQ460654.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73505.1,112,preS1,preS1,
Hepatitis B virus,10407.1149,DQ460655,fig|10407.114902.CDS.1,,,PATRIC.10407.114902.DQ460655.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73506.1,112,preS1,preS1,
Hepatitis B virus,10407.11491,DQ460658,fig|10407.114911.CDS.1,,,PATRIC.10407.114911.DQ460658.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73509.1,112,preS1,preS1,
Hepatitis B virus,10407.11493,DQ460659,fig|10407.114925.CDS.1,,,PATRIC.10407.114925.DQ460659.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73510.1,112,preS1,preS1,
Hepatitis B virus,10407.11494,DQ460662,fig|10407.114941.CDS.1,,,PATRIC.10407.114941.DQ460662.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73513.1,112,preS1,preS1,
Hepatitis B virus,10407.11495,DQ460663,fig|10407.114948.CDS.1,,,PATRIC.10407.114948.DQ460663.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73514.1,112,preS1,preS1,
Hepatitis B virus,10407.11496,DQ460664,fig|10407.114955.CDS.1,,,PATRIC.10407.114955.DQ460664.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73515.1,112,preS1,preS1,
Hepatitis B virus,10407.11496,DQ460665,fig|10407.114956.CDS.1,,,PATRIC.10407.114956.DQ460665.CDS.1.337.fwd,PATRIC,CDS,1,337,337,+,,,,ABE73516.1,112,preS1,preS1,
Hepatitis B virus ayw,10407.1872,X80924,fig|10407.1872.CDS.6,,,PATRIC.10407.1872.X80924.CDS.2850.3182.fwd,PATRIC,CDS,2850,3182,333,+,,,,CAA56875.1,111,,"preS1, S2 & S proteins",
Hepatitis B virus ayw,10407.1877,X80925,fig|10407.1877.CDS.6,,,PATRIC.10407.1877.X80925.CDS.2850.3182.fwd,PATRIC,CDS,2850,3182,333,+,,,,CAA56882.1,111,,"preS1, S2 & S proteins",
Hepatitis B virus ayw,10407.1886,X80926,fig|10407.1886.CDS.6,,,PATRIC.10407.1886.X80926.CDS.2850.3182.fwd,PATRIC,CDS,2850,3182,333,+,,,,CAA56889.1,111,,"preS1, S2 & S proteins",
Hepatitis B virus CAR175-1,10407.45503,AM494769,fig|10407.45503.CDS.1,,,PATRIC.10407.45503.AM494769.CDS.474.808.fwd,PATRIC,CDS,474,808,335,+,,,,CAM58673.1,111,preS1,preS1 protein,
Hepatitis B virus CAR175-2,10407.45507,AM494770,fig|10407.45507.CDS.1,,,PATRIC.10407.45507.AM494770.CDS.474.808.fwd,PATRIC,CDS,474,808,335,+,,,,CAM58674.1,111,preS1,preS1 protein,
Hepatitis B virus CAR175-3,10407.45514,AM494771,fig|10407.45514.CDS.1,,,PATRIC.10407.45514.AM494771.CDS.474.808.fwd,PATRIC,CDS,474,808,335,+,,,,CAM58675.1,111,preS1,preS1 protein,
Hepatitis B virus CAR175-4,10407.45523,AM494772,fig|10407.45523.CDS.1,,,PATRIC.10407.45523.AM494772.CDS.472.806.fwd,PATRIC,CDS,472,806,335,+,,,,CAM58676.1,111,preS1,preS1 protein,
Hepatitis B virus CAR175-5,10407.45525,AM494773,fig|10407.45525.CDS.1,,,PATRIC.10407.45525.AM494773.CDS.474.808.fwd,PATRIC,CDS,474,808,335,+,,,,CAM58677.1,111,preS1,preS1 protein,
Hepatitis B virus CAR175-6,10407.45534,AM494774,fig|10407.45534.CDS.1,,,PATRIC.10407.45534.AM494774.CDS.474.808.fwd,PATRIC,CDS,474,808,335,+,,,,CAM58678.1,111,preS1,preS1 protein,
Hepatitis B virus S46,10407.57664,AY486283,fig|10407.57664.CDS.1,,,PATRIC.10407.57664.AY486283.CDS.1.333.fwd,PATRIC,CDS,1,333,333,+,,,,AAR25192.1,111,,preS1 protein,
Hepatitis B virus S50,10407.57682,AY486287,fig|10407.57682.CDS.1,,,PATRIC.10407.57682.AY486287.CDS.1.333.fwd,PATRIC,CDS,1,333,333,+,,,,AAR25196.1,111,,preS1 protein,
Hepatitis B virus S52,10407.57693,AY486289,fig|10407.57693.CDS.1,,,PATRIC.10407.57693.AY486289.CDS.1.333.fwd,PATRIC,CDS,1,333,333,+,,,,AAR25198.1,111,,preS1 protein,
Hepatitis B virus SAP-1,10407.15299,LC458895,fig|10407.15299.CDS.1,,,PATRIC.10407.15299.LC458895.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28785.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-2,10407.15303,LC458896,fig|10407.15303.CDS.1,,,PATRIC.10407.15303.LC458896.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28786.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-3,10407.15311,LC458897,fig|10407.15311.CDS.1,,,PATRIC.10407.15311.LC458897.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28787.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-4,10407.15317,LC458898,fig|10407.15317.CDS.1,,,PATRIC.10407.15317.LC458898.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28788.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-6,10407.15329,LC458900,fig|10407.15329.CDS.1,,,PATRIC.10407.15329.LC458900.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28790.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-5,10407.15331,LC458899,fig|10407.15331.CDS.1,,,PATRIC.10407.15331.LC458899.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28789.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-7,10407.15334,LC458901,fig|10407.15334.CDS.1,,,PATRIC.10407.15334.LC458901.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28791.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-8,10407.15342,LC458902,fig|10407.15342.CDS.1,,,PATRIC.10407.15342.LC458902.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28792.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-9,10407.15351,LC458903,fig|10407.15351.CDS.1,,,PATRIC.10407.15351.LC458903.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28793.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-11,10407.15356,LC458904,fig|10407.15356.CDS.1,,,PATRIC.10407.15356.LC458904.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28794.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-16,10407.15374,LC458908,fig|10407.15374.CDS.1,,,PATRIC.10407.15374.LC458908.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28798.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-12,10407.15376,LC458905,fig|10407.15376.CDS.1,,,PATRIC.10407.15376.LC458905.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28795.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-17,10407.15377,LC458909,fig|10407.15377.CDS.1,,,PATRIC.10407.15377.LC458909.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28799.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-13,10407.15379,LC458906,fig|10407.15379.CDS.1,,,PATRIC.10407.15379.LC458906.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28796.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-18,10407.15395,LC458910,fig|10407.15395.CDS.1,,,PATRIC.10407.15395.LC458910.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28800.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-20,10407.15397,LC458911,fig|10407.15397.CDS.1,,,PATRIC.10407.15397.LC458911.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28801.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-22,10407.15402,LC458912,fig|10407.15402.CDS.1,,,PATRIC.10407.15402.LC458912.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28802.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-23,10407.15409,LC458913,fig|10407.15409.CDS.1,,,PATRIC.10407.15409.LC458913.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28803.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-24,10407.15416,LC458914,fig|10407.15416.CDS.1,,,PATRIC.10407.15416.LC458914.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28804.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-27,10407.1542,LC458916,fig|10407.15420.CDS.1,,,PATRIC.10407.15420.LC458916.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28806.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-25,10407.15423,LC458915,fig|10407.15423.CDS.1,,,PATRIC.10407.15423.LC458915.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28805.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-28,10407.15436,LC458917,fig|10407.15436.CDS.1,,,PATRIC.10407.15436.LC458917.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28807.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-30,10407.15439,LC458918,fig|10407.15439.CDS.1,,,PATRIC.10407.15439.LC458918.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28808.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-33,10407.15443,LC458919,fig|10407.15443.CDS.1,,,PATRIC.10407.15443.LC458919.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28809.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-37,10407.15447,LC458920,fig|10407.15447.CDS.1,,,PATRIC.10407.15447.LC458920.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28810.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-39,10407.15454,LC458921,fig|10407.15454.CDS.1,,,PATRIC.10407.15454.LC458921.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28811.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-42,10407.15462,LC458922,fig|10407.15462.CDS.1,,,PATRIC.10407.15462.LC458922.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28812.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-47,10407.15466,LC458923,fig|10407.15466.CDS.1,,,PATRIC.10407.15466.LC458923.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28813.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-49,10407.15475,LC458924,fig|10407.15475.CDS.1,,,PATRIC.10407.15475.LC458924.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28814.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-54,10407.15478,LC458925,fig|10407.15478.CDS.1,,,PATRIC.10407.15478.LC458925.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28815.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-55,10407.15482,LC458926,fig|10407.15482.CDS.1,,,PATRIC.10407.15482.LC458926.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28816.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-5,10407.15487,LC458928,fig|10407.15487.CDS.1,,,PATRIC.10407.15487.LC458928.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28818.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-3,10407.15495,LC458927,fig|10407.15495.CDS.1,,,PATRIC.10407.15495.LC458927.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28817.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus SAP-15,10407.15503,LC458907,fig|10407.15503.CDS.1,,,PATRIC.10407.15503.LC458907.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28797.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-60,10407.15508,LC458929,fig|10407.15508.CDS.1,,,PATRIC.10407.15508.LC458929.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28819.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-67,10407.15514,LC458931,fig|10407.15514.CDS.1,,,PATRIC.10407.15514.LC458931.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28821.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-65,10407.15516,LC458930,fig|10407.15516.CDS.1,,,PATRIC.10407.15516.LC458930.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28820.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-76,10407.15526,LC458932,fig|10407.15526.CDS.1,,,PATRIC.10407.15526.LC458932.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28822.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-80,10407.15529,LC458933,fig|10407.15529.CDS.1,,,PATRIC.10407.15529.LC458933.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28823.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-83,10407.15536,LC458934,fig|10407.15536.CDS.1,,,PATRIC.10407.15536.LC458934.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28824.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus S-89,10407.1554,LC458935,fig|10407.15540.CDS.1,,,PATRIC.10407.15540.LC458935.CDS.1.308.fwd,PATRIC,CDS,1,308,308,+,,,,BBI28825.1,103,Pre-S1,pre-S1 protein,
Hepatitis B virus 56186,10407.23751,HF571064,fig|10407.23751.CDS.3,,,PATRIC.10407.23751.HF571064.CDS.475.763.fwd,PATRIC,CDS,475,763,289,+,,,,CCQ25624.1,96,PreS1,PreS1 protein,
Hepatitis B virus,10407.37688,AJ131538,fig|10407.37688.CDS.1,,,PATRIC.10407.37688.AJ131538.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10388.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37699,AJ131539,fig|10407.37699.CDS.1,,,PATRIC.10407.37699.AJ131539.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10389.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37709,AJ131541,fig|10407.37709.CDS.1,,,PATRIC.10407.37709.AJ131541.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10391.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.3772,AJ131542,fig|10407.37720.CDS.1,,,PATRIC.10407.37720.AJ131542.CDS.102.365.fwd,PATRIC,CDS,102,365,264,+,,,,CAA10392.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37727,AJ131543,fig|10407.37727.CDS.1,,,PATRIC.10407.37727.AJ131543.CDS.80.343.fwd,PATRIC,CDS,80,343,264,+,,,,CAA10393.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.3773,AJ131544,fig|10407.37730.CDS.1,,,PATRIC.10407.37730.AJ131544.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10394.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37739,AJ131545,fig|10407.37739.CDS.1,,,PATRIC.10407.37739.AJ131545.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10395.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37749,AJ131546,fig|10407.37749.CDS.1,,,PATRIC.10407.37749.AJ131546.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10396.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37752,AJ131547,fig|10407.37752.CDS.1,,,PATRIC.10407.37752.AJ131547.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10397.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37868,AJ131540,fig|10407.37868.CDS.1,,,PATRIC.10407.37868.AJ131540.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10390.1,88,pre-S1,pre-S1 protein,
Hepatitis B virus gib644,10407.37875,AJ131661,fig|10407.37875.CDS.1,,,PATRIC.10407.37875.AJ131661.CDS.103.366.fwd,PATRIC,CDS,103,366,264,+,,,,CAA10471.1,88,pre-S1,pre-s1 protein,
Hepatitis B virus,10407.26238,AF143298,fig|10407.26238.CDS.4,,,PATRIC.10407.26238.AF143298.CDS.978.1208.fwd,PATRIC,CDS,978,1208,231,+,,,,AAD37920.1,76,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.26272,AF143302,fig|10407.26272.CDS.4,,,PATRIC.10407.26272.AF143302.CDS.951.1181.fwd,PATRIC,CDS,951,1181,231,+,,,,AAD37937.1,76,pre-S1,pre-S1,
Hepatitis B virus,10407.26281,AF143305,fig|10407.26281.CDS.3,,,PATRIC.10407.26281.AF143305.CDS.1014.1244.fwd,PATRIC,CDS,1014,1244,231,+,,,,AAD37950.1,76,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.2625,AF143299,fig|10407.26250.CDS.3,,,PATRIC.10407.26250.AF143299.CDS.939.1163.fwd,PATRIC,CDS,939,1163,225,+,,,,AAD37925.1,74,pre-S1,pre-S1 protein,
Hepatitis B virus C1198,10407.13087,DQ980548,fig|10407.13087.CDS.7,,,PATRIC.10407.13087.DQ980548.CDS.2849.2977.fwd,PATRIC,CDS,2849,2977,129,+,,,,ABK13690.1,42,,truncated preS1/S2/S antigen,
Hepatitis B virus,10407.585,S74182,fig|10407.585.CDS.1,,,PATRIC.10407.585.S74182.CDS.419.450.fwd,PATRIC,CDS,419,450,32,+,,,,AAP21092.1,11,,pre-S1 protein,
