Accession,Organism_Name,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
AGS37314.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other15-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37316.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM49-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37318.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero26-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37320.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown28-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37322.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown30-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37324.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM53-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37326.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM55-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37328.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero30-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37330.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM56-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37332.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM62-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37334.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero32-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37336.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero31-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37338.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown33-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37340.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM57-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37342.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other17-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37343.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown34-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37345.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero35-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37347.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown35-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37349.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other18-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37351.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM60-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37353.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,sexual01-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37355.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero01-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37357.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM06-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37359.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM08-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37361.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM07-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37363.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown03-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37365.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero02-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37367.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM09-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37369.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM10-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37371.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown53-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37372.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown01-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37374.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero06-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37376.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero08-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37377.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown06-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37379.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero52-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37381.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM01-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37383.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM61-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37385.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero10-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37387.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM16-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37389.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero13-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37391.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM17-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37393.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown08-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37395.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero14-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37397.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero18-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37399.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero17-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37401.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown10-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37403.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM18-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37405.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM02-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37407.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown05-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37409.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM19-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37411.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero55-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37412.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown12-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37414.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown14-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37416.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM21-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37418.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown15-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37420.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero53-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37422.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero24-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37424.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM23-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37426.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other06-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37428.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero54-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37430.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM27-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37432.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown18-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37434.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown17-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37436.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown21-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37438.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM29-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37440.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown22-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37442.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero27-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37444.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown24-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37446.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown23-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37448.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM38-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37450.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM42-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37452.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero30-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37454.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown39-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37456.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero41-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37458.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM52-05,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37460.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero03-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37462.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM36-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37466.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown21-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37468.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown03-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37470.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,sexual01-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37472.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM17-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37474.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM19-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37476.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM22-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37478.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown10-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37480.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero12-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37484.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero23-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37486.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM37-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37488.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM40-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37492.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown13-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37496.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero36-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37498.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM35-06,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37500.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero01-07,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37502.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM02-07,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37504.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM05-07,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37506.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero07-07,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37508.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM07-07,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
